  9%|████████████▎                                                                                                                         | 923/10000 [04:50<47:40,  3.17it/s]
         19479475 function calls (18666602 primitive calls) in 294.205 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 artifact_manifest_entry.py:39(ArtifactManifestEntry)
        1    0.000    0.000    0.000    0.000 artifact_manifest_v1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artifact_manifest_v1.py:12(ArtifactManifestV1)
        1    0.000    0.000    0.001    0.001 artifact_saver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artifact_saver.py:41(ArtifactSaver)
        1    0.000    0.000    0.000    0.000 artifact_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artifact_state.py:6(ArtifactState)
        1    0.000    0.000    0.000    0.000 artifact_ttl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artifact_ttl.py:6(ArtifactTTL)
        1    0.000    0.000    0.002    0.002 artifacts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artifacts.py:134(ArtifactType)
        1    0.000    0.000    0.000    0.000 artifacts.py:209(ArtifactCollections)
        1    0.000    0.000    0.000    0.000 artifacts.py:311(ArtifactCollection)
        1    0.000    0.000    0.001    0.001 artifacts.py:64(ArtifactTypes)
        1    0.000    0.000    0.000    0.000 artifacts.py:744(Artifacts)
        1    0.000    0.000    0.000    0.000 artifacts.py:854(RunArtifacts)
        1    0.000    0.000    0.001    0.001 artifacts.py:970(ArtifactFiles)
        1    0.000    0.000    0.000    0.000 asgd.py:2(<module>)
        1    0.000    0.000    0.000    0.000 asgd.py:26(ASGD)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ask.py:21(AssumptionKeys)
        1    0.000    0.000    0.000    0.000 ask_generated.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assert_out_of_bounds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assert_out_of_bounds.py:10(__init__)
    27703    0.053    0.000    2.154    0.000 assert_out_of_bounds.py:16(step)
        1    0.000    0.000    0.000    0.000 assert_out_of_bounds.py:7(AssertOutOfBoundsWrapper)
        1    0.000    0.000    0.000    0.000 assert_valid_name.py:1(<module>)
       45    0.000    0.000    0.000    0.000 assert_valid_name.py:7(assert_valid_name)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asset_registry.py:1(<module>)
       10    0.000    0.000    0.000    0.000 asset_registry.py:10(register)
        1    0.000    0.000    0.000    0.000 asset_registry.py:6(AssetRegistry)
        1    0.000    0.000    0.000    0.000 asset_registry.py:7(__init__)
        1    0.000    0.000    0.000    0.000 assume.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assume.py:14(AssumptionsContext)
        1    0.000    0.000    0.000    0.000 assume.py:174(PredicateMeta)
        3    0.000    0.000    0.000    0.000 assume.py:175(__new__)
        1    0.000    0.000    0.000    0.000 assume.py:224(Predicate)
        1    0.000    0.000    0.000    0.000 assume.py:358(UndefinedPredicate)
        1    0.000    0.000    0.000    0.000 assume.py:80(AppliedPredicate)
        1    0.000    0.000    0.001    0.001 assumptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assumptions.py:220(_load_pre_generated_assumption_rules)
        1    0.000    0.000    0.000    0.000 assumptions.py:464(StdFactKB)
      496    0.000    0.000    0.003    0.000 assumptions.py:469(__init__)
    29986    0.003    0.000    0.003    0.000 assumptions.py:489(as_property)
       38    0.000    0.000    0.000    0.000 assumptions.py:494(make_property)
        1    0.000    0.000    0.000    0.000 assumptions.py:497(getit)
      456    0.012    0.000    0.028    0.000 assumptions.py:614(_prepare_class_assumptions)
        1    0.000    0.000    0.000    0.000 assumptions.py:680(ManagedProperties)
        1    0.000    0.000    0.000    0.000 assumptions_generated.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:1004(InputValueDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1049(InterfaceTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1089(UnionTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1129(ScalarTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1165(EnumTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1205(EnumValueDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1241(InputObjectTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1281(TypeExtensionDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:13(Document)
        1    0.000    0.000    0.000    0.000 ast.py:1313(DirectiveDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:133(SelectionSet)
      107    0.000    0.000    0.000    0.000 ast.py:137(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:165(Selection)
        1    0.000    0.000    0.000    0.000 ast.py:169(Field)
       23    0.000    0.000    0.000    0.000 ast.py:17(__init__)
      249    0.000    0.000    0.000    0.000 ast.py:173(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:217(Argument)
       59    0.000    0.000    0.000    0.000 ast.py:221(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:253(FragmentSpread)
        5    0.000    0.000    0.000    0.000 ast.py:257(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:289(InlineFragment)
        1    0.000    0.000    0.000    0.000 ast.py:329(FragmentDefinition)
      135    0.000    0.000    0.006    0.000 ast.py:33(parse)
        5    0.000    0.000    0.000    0.000 ast.py:333(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:373(Value)
        1    0.000    0.000    0.000    0.000 ast.py:377(Variable)
      143    0.000    0.000    0.000    0.000 ast.py:381(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:409(IntValue)
        4    0.000    0.000    0.000    0.000 ast.py:413(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:441(FloatValue)
        1    0.000    0.000    0.000    0.000 ast.py:45(OperationDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:473(StringValue)
        1    0.000    0.000    0.000    0.000 ast.py:477(__init__)
       23    0.000    0.000    0.000    0.000 ast.py:49(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:5(Node)
        1    0.000    0.000    0.000    0.000 ast.py:505(BooleanValue)
        1    0.000    0.000    0.000    0.000 ast.py:509(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:537(EnumValue)
        1    0.000    0.000    0.000    0.000 ast.py:569(ListValue)
        2    0.000    0.000    0.000    0.000 ast.py:573(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:601(ObjectValue)
        8    0.000    0.000    0.000    0.000 ast.py:605(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:633(ObjectField)
       21    0.000    0.000    0.000    0.000 ast.py:637(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:669(Directive)
        1    0.000    0.000    0.000    0.000 ast.py:705(Type)
        1    0.000    0.000    0.000    0.000 ast.py:709(NamedType)
       76    0.000    0.000    0.000    0.000 ast.py:713(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:741(ListType)
        2    0.000    0.000    0.000    0.000 ast.py:745(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:773(NonNullType)
       34    0.000    0.000    0.000    0.000 ast.py:777(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:805(Name)
      582    0.000    0.000    0.000    0.000 ast.py:809(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:839(TypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:843(TypeSystemDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:847(SchemaDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:882(OperationTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:9(Definition)
        1    0.000    0.000    0.000    0.000 ast.py:917(ObjectTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:93(VariableDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:961(FieldDefinition)
       71    0.000    0.000    0.000    0.000 ast.py:97(__init__)
        1    0.000    0.000    0.000    0.000 ast_from_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_.py:10(Async)
        1    0.000    0.000    0.000    0.000 async_.py:11(__init__)
        1    0.000    0.000    0.000    0.000 async_.py:2(<module>)
        2    0.000    0.000    0.002    0.001 async_vector_env.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:37(AsyncState)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:40(AsyncState)
        1    0.000    0.000    0.001    0.001 async_vector_env.py:44(AsyncVectorEnv)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:47(AsyncVectorEnv)
        2    0.000    0.000    0.000    0.000 atari_preprocessing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 atari_preprocessing.py:11(AtariPreprocessingV0)
        1    0.000    0.000    0.000    0.000 atari_preprocessing.py:14(AtariPreprocessing)
        1    0.000    0.000    0.002    0.002 attachments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attachments.py:12(Attachment)
        1    0.000    0.000    0.000    0.000 attrs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attrs.py:7(Attrs)
        1    0.000    0.000    0.058    0.058 audio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 audio.py:13(Audio)
        1    0.000    0.000    0.000    0.000 audio.py:160(_AudioFileType)
        2    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 auth.py:137(AuthConfig)
        1    0.000    0.000    0.000    0.000 auth.py:138(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:2(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:203(load_config)
        1    0.000    0.000    0.000    0.000 auth.py:21(DockerError)
        1    0.000    0.000    0.000    0.000 auth.py:29(InvalidConfigFileError)
        1    0.000    0.000    0.000    0.000 auth.py:33(InvalidRepositoryError)
        1    0.000    0.000    0.000    0.000 auth.py:37(find_config_file)
        1    0.000    0.000    0.000    0.000 auth.py:399(load_config)
        1    0.000    0.000    0.000    0.000 auth.py:62(config_path_from_environment)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        2    0.000    0.000    0.000    0.000 auth.py:69(home_dir)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:10(autocast)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:11(autocast)
        3    0.000    0.000    0.000    0.000 autocast_mode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:49(autocast)
        1    0.000    0.000    0.000    0.000 autograd.py:104(supports_tensorlist)
        1    0.000    0.000    0.000    0.000 autograd.py:115(Metadata)
        1    0.000    0.000    0.000    0.000 autograd.py:12(InfoProtocol)
        1    0.000    0.000    0.000    0.000 autograd.py:17(Info)
        1    0.000    0.000    0.000    0.000 autograd.py:2(<module>)
      113    0.002    0.000    0.028    0.000 autograd.py:23(make_autograd_impl)
      113    0.000    0.000    0.000    0.000 autograd.py:28(Metadata)
      447    0.000    0.000    0.002    0.000 autograd.py:89(<genexpr>)
        1    0.000    0.000    0.002    0.002 autograd_function.py:2(<module>)
        1    0.000    0.000    0.000    0.000 autograd_function.py:256(VmapInfo)
        1    0.000    0.000    0.000    0.000 autograd_function.py:32(CustomFunctionHigherOrderOperator)
        1    0.000    0.000    0.000    0.000 autograd_function.py:33(__init__)
        1    0.000    0.000    0.000    0.000 autograd_function.py:537(WrappedCtx)
        1    0.000    0.000    0.000    0.000 autograd_function.py:564(CtxWithSavedTensors)
        1    0.000    0.000    0.000    0.000 autograd_function.py:576(CtxCustomSave)
        1    0.000    0.000    0.000    0.000 autograd_function.py:695(AutogradFunctionApply)
        1    0.000    0.000    0.000    0.000 autograd_function.py:696(__init__)
        1    0.000    0.000    0.000    0.000 autoreset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autoreset.py:14(AutoResetWrapper)
        1    0.000    0.000    0.057    0.057 average_total_reward.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aws_lambda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aws_lambda.py:188(AwsLambdaIntegration)
        9    0.000    0.000    0.000    0.000 aws_lambda.py:288(get_lambda_bootstrap)
        1    0.000    0.000    0.000    0.000 azure_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 azure_handler.py:23(AzureHandler)
        2    0.000    0.000    0.051    0.026 backend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 backend.py:142(_ensure_launched_manager)
        1    0.000    0.000    0.003    0.003 backend.py:159(ensure_launched)
        1    0.000    0.000    0.000    0.000 backend.py:37(BackendThread)
        1    0.000    0.000    0.000    0.000 backend.py:52(Backend)
        1    0.000    0.000    0.000    0.000 backend.py:63(__init__)
        1    0.000    0.000    0.000    0.000 backend.py:88(_hack_set_run)
        1    0.000    0.000    0.000    0.000 backend.py:92(_multiprocessing_setup)
        1    0.000    0.000    0.001    0.001 backend_registration.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend_registry.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend_registry.py:44(backend_registered)
        1    0.000    0.000    0.000    0.000 backend_registry.py:57(register_backend)
        1    0.000    0.000    0.000    0.000 backend_registry.py:75(<dictcomp>)
        1    0.000    0.000    0.000    0.000 bar.py:1(<module>)
       12    0.000    0.000    0.015    0.001 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:10(OutputKey)
        1    0.000    0.000    0.000    0.000 base.py:100(PandasObject)
       13    0.000    0.000    0.000    0.000 base.py:10080(_register_tensor_class)
     9250    0.004    0.000    0.005    0.000 base.py:10087(_is_tensor_collection)
        1    0.000    0.000    0.000    0.000 base.py:101(ExecutionResult)
        1    0.000    0.000    0.000    0.000 base.py:10143(_NestedTensorsAsLists)
        1    0.000    0.000    0.000    0.000 base.py:10146(__new__)
        1    0.000    0.000    0.000    0.000 base.py:10158(_NestedTensorsAsListsNonTensor)
        1    0.000    0.000    0.000    0.000 base.py:10159(__new__)
